Artist,Track,User,Rating,Time
22,53,32838,49.601536,0
11,28,5768,59.371647,7
2,68,24200,73.54844,22
26,65,24085,66.79596,22
44,161,41923,44.86287,16
2,175,49681,35.70261,17
37,101,29402,11.244624,23
10,26,10673,60.509502,7
21,49,19332,28.709538,21
24,58,19229,44.331234,21
23,57,18468,43.26587,21
1,5,2101,59.31132,18
26,64,21417,19.636381,22
21,48,20064,22.124496,21
6,16,6295,91.447105,7
1,6,2185,10.264306,18
35,90,29459,31.422758,23
22,110,33019,61.504017,0
20,46,17888,17.420397,21
26,67,23688,32.282227,22
16,136,34898,32.82716,12
33,85,34753,16.15491,12
16,138,34292,57.939034,12
16,139,35027,41.276543,12
28,72,23307,15.01506,22
20,46,18410,11.779682,21
5,13,3173,19.37717,18
3,9,5354,52.019936,18
0,151,38910,31.05695,15
39,104,30632,38.37681,23
21,22,19533,33.984886,21
40,180,49494,32.99225,17
44,161,42917,51.991394,16
12,30,12098,59.319992,19
40,178,47662,65.55402,17
26,63,23309,35.30602,22
21,50,17702,37.142433,21
16,139,34728,27.991003,12
4,12,37923,54.555824,13
4,11,2082,50.16401,18
2,175,47500,22.632507,17
22,121,33098,33.310287,0
1,5,2720,31.24953,18
22,123,32904,32.26557,0
39,106,27924,35.040657,23
22,55,32895,42.51652,0
22,53,33194,31.454937,0
6,14,6124,42.36393,7
22,127,32482,30.692614,0
39,103,28539,25.697165,23
40,147,38010,12.669728,13
10,25,10338,10.534244,7
39,104,31921,41.881,23
43,159,42792,33.265488,16
16,136,34738,19.93285,12
0,1,40298,55.787167,15
16,139,33477,27.087734,12
16,134,34922,31.916332,12
1,5,2966,76.78648,18
45,163,44796,46.03787,16
0,2,1164,19.435287,6
26,61,23115,24.109825,22
46,166,44323,17.581835,16
2,175,48114,38.42015,17
5,13,1814,13.426506,18
0,2,341,47.875057,6
0,151,40929,29.000254,15
34,87,28357,2.3058476,23
26,65,23089,25.856012,22
22,125,32893,89.43823,0
16,135,35077,32.914875,12
11,29,9494,17.930162,7
1,4,2508,13.085672,18
0,151,39453,24.20302,15
43,159,42764,61.939476,16
10,140,34535,27.730486,12
46,166,43877,12.400585,16
20,44,18803,22.537113,21
31,79,26265,20.928804,11
16,136,33697,35.775166,12
2,173,50162,32.495693,17
6,15,6394,15.199756,7
44,162,42109,24.351837,16
16,136,33715,41.3481,12
26,66,23187,57.05279,22
10,26,10507,25.994864,7
2,69,24488,29.944841,22
16,139,33876,49.2942,12
16,134,34261,36.925205,12
44,162,42849,33.786823,16
42,158,42537,87.92477,16
10,145,34610,47.829243,12
35,92,30350,14.497106,23
46,166,45211,50.57367,16
16,135,33237,21.031487,12
10,145,33446,38.672535,12
40,181,47498,26.536825,17
21,47,19246,68.46715,21
29,74,25451,37.286167,22
37,97,28875,36.99102,23
20,45,18509,38.696617,21
10,143,34636,21.235296,12
27,71,25270,14.387814,22
11,153,38703,12.6327,15
48,172,49059,51.75102,17
26,66,21953,49.225536,22
21,49,18007,19.807875,21
17,36,14533,33.077682,8
30,76,22536,19.911812,22
43,160,43181,41.906,16
21,50,19707,12.794955,21
22,113,32715,80.15792,0
11,28,9924,13.145961,7
31,79,27614,12.975602,11
48,172,48202,7.772172,17
33,85,26205,35.50876,11
10,140,34627,34.856255,12
24,58,20096,33.241077,21
44,161,42062,82.44472,16
11,154,40135,25.412504,15
20,45,18483,22.337612,21
33,85,26381,40.48237,11
11,153,38602,37.093628,15
21,22,18218,43.02322,21
46,168,44323,14.540017,16
45,163,44984,29.76557,16
4,12,38130,60.639164,13
32,82,26051,22.21676,11
22,116,33030,27.593477,0
34,86,27733,44.68456,23
0,1,1344,45.829647,6
33,85,35087,40.4081,12
14,95,28367,23.103071,23
11,154,39482,36.127262,15
21,48,19864,23.288755,21
22,130,32348,33.27517,0
10,26,6846,47.44235,7
20,46,18669,18.709919,21
36,93,30644,38.64189,23
40,146,36887,8.101984,13
40,178,50656,14.190296,17
24,58,20288,49.75799,21
30,77,22754,43.914185,22
33,85,34755,37.005188,12
40,178,49119,8.3911495,17
3,9,5217,12.141618,18
21,51,19959,16.9583,21
40,179,50527,55.380573,17
9,23,10320,35.45477,7
7,18,7876,59.397533,7
10,140,34415,44.504833,12
10,140,33975,67.04983,12
16,138,34442,17.431707,12
12,34,14777,18.291842,8
4,12,3241,10.959752,18
41,155,41179,61.465157,16
39,104,29076,55.51357,23
40,176,49652,11.982376,17
26,67,22124,21.531971,22
22,52,18287,66.46827,21
2,174,48802,19.16645,17
45,164,43399,40.62498,16
7,17,7663,19.654934,7
46,167,43396,31.926945,16
11,153,38485,17.44145,15
26,63,23553,52.322956,22
12,34,13691,37.520363,8
46,169,43740,36.14003,16
44,161,42107,40.674824,16
10,142,34088,19.230902,12
0,1,197,45.012234,6
40,179,49602,13.57584,17
6,16,6200,87.17294,7
6,14,5938,29.418829,7
43,159,42071,46.16663,16
2,8,3266,13.255476,18
39,106,30579,61.371246,23
12,34,14520,64.1373,8
44,162,41808,27.081535,16
46,165,43700,17.167542,16
14,95,31907,13.970118,23
31,79,25560,17.325773,11
5,13,3581,17.838196,18
41,155,41865,91.26796,16
34,86,27713,23.931196,23
39,105,29480,33.571262,23
22,53,33139,36.67312,0
45,163,45148,49.269592,16
35,88,29906,29.286905,23
49,183,50632,22.403805,17
23,57,18316,23.929213,21
37,99,31998,12.304876,23
21,22,17679,18.344349,21
21,60,22888,11.461924,22
0,151,39699,55.50243,15
0,3,589,18.343914,6
3,10,5552,39.88959,18
0,151,39632,27.6397,15
16,136,34518,10.529154,12
24,58,17835,20.153446,21
22,118,32680,33.48089,0
0,1,38726,53.255875,15
0,151,40179,23.279467,15
1,4,3797,21.332188,18
22,128,32187,37.059254,0
37,97,30294,19.548132,23
22,112,33208,27.660578,0
16,135,34117,37.667828,12
26,63,22036,18.783466,22
35,89,30356,38.522182,23
10,143,35368,41.71917,12
14,95,30706,70.61943,23
6,148,38705,49.799915,15
33,85,34744,54.73093,12
0,1,987,33.660454,6
37,100,31730,0.31594175,23
6,15,6465,20.58382,7
6,16,7016,51.080883,7
23,57,20718,36.908417,21
23,56,18937,74.01017,21
44,161,42553,68.32822,16
2,8,2985,4.10662,18
10,26,10903,35.090298,7
44,162,41227,29.553791,16
21,49,18681,25.737602,21
7,18,8322,50.436794,7
41,155,41531,11.434982,16
21,22,20020,46.598167,21
1,5,2929,19.350615,18
38,102,31575,34.62248,23
10,24,9038,43.409348,7
0,1,993,47.359146,6
11,28,7671,50.120754,7
16,135,34164,85.639145,12
17,36,16011,49.388355,8
37,101,31472,11.373253,23
35,90,30024,30.072067,23
5,13,4053,40.679455,18
49,183,50142,62.63074,17
21,47,19425,19.774874,21
34,87,27887,24.208622,23
3,10,2771,56.176094,18
22,108,32869,34.252804,0
16,134,33968,46.28013,12
40,176,47773,14.469744,17
12,34,15478,43.89503,8
46,167,44025,60.355785,16
11,153,40073,56.752876,15
37,97,31607,21.298222,23
40,178,50492,47.673546,17
30,77,25259,42.244392,22
22,52,32877,32.625942,0
29,74,22855,47.481724,22
0,150,40194,12.802595,15
12,34,14039,21.197561,8
35,90,30630,15.217574,23
20,44,18301,22.986502,21
2,70,24199,17.43788,22
44,161,43117,40.60543,16
49,183,49005,35.31469,17
6,16,7028,80.79332,7
10,143,35983,45.733185,12
46,168,43366,47.285587,16
33,85,34674,42.993824,12
41,156,41678,55.845947,16
35,90,28045,38.863277,23
6,14,6377,11.4400835,7
23,56,19054,70.53027,21
9,23,10163,64.99423,7
26,63,23724,40.81134,22
9,23,6118,19.990221,7
44,161,41238,40.108295,16
1,5,3089,34.95515,18
0,150,39241,24.664433,15
26,66,23424,50.737553,22
10,145,35827,65.39428,12
2,8,2507,51.661617,18
42,158,42858,19.800732,16
46,168,44920,50.873814,16
46,169,44020,16.891804,16
31,79,26366,38.328182,11
16,138,34313,32.260445,12
35,92,28560,51.232666,23
2,69,24536,8.593288,22
30,78,25073,24.507673,22
22,52,20169,38.044956,21
23,56,20104,23.72717,21
6,149,38947,39.288258,15
17,36,16059,23.228931,8
21,50,19510,20.453312,21
16,139,34844,38.373306,12
0,1,1440,24.382801,6
10,141,33725,22.756254,12
23,57,19106,16.667358,21
0,1,39886,53.34368,15
10,25,10528,73.48312,7
22,52,20714,33.871284,21
4,12,36616,59.032772,13
3,10,5571,26.600616,18
14,32,12884,37.06051,19
46,169,43518,54.868797,16
22,128,32503,16.031351,0
40,179,50898,13.586602,17
6,15,6689,20.710228,7
2,68,24526,11.847947,22
44,162,41231,56.77823,16
22,116,32593,68.76423,0
22,114,32962,17.839697,0
17,36,15729,43.3393,8
11,28,9882,5.7785244,7
42,158,42927,10.470625,16
21,51,19246,70.05005,21
36,93,28514,20.988388,23
21,48,22690,23.669863,22
28,72,24523,42.547802,22
46,168,45448,38.153008,16
39,103,30116,35.47183,23
26,65,23125,65.88213,22
40,181,49733,40.9363,17
47,171,47008,36.398872,4
2,8,5196,34.127823,18
26,63,23643,47.206413,22
41,156,41283,89.63245,16
39,103,30463,23.092293,23
9,23,5597,49.01297,7
6,148,39733,41.588306,15
41,156,40984,21.824512,16
2,8,4677,38.914104,18
20,45,17232,25.841055,21
37,98,28068,72.8614,23
21,48,22666,28.93567,22
22,122,33068,13.259868,0
1,6,1889,21.49503,18
30,76,25412,51.760223,22
16,137,34446,45.683456,12
12,34,13645,57.52847,8
10,141,35568,12.882591,12
10,145,35541,38.02056,12
22,112,32610,29.935165,0
2,8,3334,20.998272,18
39,104,29801,48.703247,23
2,8,5132,15.877752,18
21,60,23032,82.13255,22
16,138,33340,29.152653,12
21,47,18300,38.986248,21
16,135,34805,24.465683,12
26,67,22711,36.024258,22
16,35,14751,20.275553,8
36,93,29677,44.059826,23
31,80,27599,27.60682,11
3,9,5555,62.85791,18
2,8,3630,52.270878,18
35,90,30230,40.068954,23
41,155,41741,37.16093,16
39,106,28267,31.71638,23
4,12,37611,24.578665,13
30,77,24750,47.720715,22
35,92,30234,54.62099,23
0,151,40280,58.272617,15
16,35,16580,46.317028,8
6,14,5606,24.17085,7
1,5,2290,15.180245,18
20,46,17247,10.96266,21
26,64,22838,59.401623,22
16,139,34056,56.39017,12
45,164,44460,34.163906,16
2,70,23348,49.710808,22
37,100,30033,4.806142,23
2,174,48693,18.226856,17
3,9,2298,32.068428,18
22,118,32533,34.670033,0
33,85,34065,18.091122,12
31,80,25594,32.359764,11
26,64,23980,30.67516,22
22,132,32607,14.652823,0
28,73,25225,23.816294,22
30,76,23738,39.228397,22
41,155,41825,43.612778,16
16,139,33921,54.826786,12
4,11,5246,38.722946,18
22,55,32643,31.284779,0
10,24,10789,64.6304,7
15,33,13189,25.324251,19
28,72,24470,54.53811,22
20,46,18629,61.158203,21
1,5,3177,6.419536,18
39,105,29311,72.21776,23
2,69,24916,54.554535,22
46,166,44680,41.809177,16
47,170,47012,25.621136,4
2,7,3292,42.337303,18
21,48,19766,20.470808,21
26,63,21286,36.815468,22
6,15,6535,24.532598,7
41,155,41921,23.534117,16
21,50,17587,23.4785,21
22,107,32576,71.148094,0
3,10,5525,37.008087,18
49,182,49820,33.860485,17
24,58,20068,22.86881,21
14,94,29971,33.616783,23
10,140,33720,19.55143,12
16,136,33345,19.884401,12
26,66,21558,26.458559,22
15,33,13569,13.042674,19
21,47,17436,53.66299,21
10,144,34796,43.409435,12
30,78,21770,54.526955,22
28,73,23990,54.602634,22
37,98,28131,5.2318244,23
16,35,14908,25.210297,8
9,22,10120,43.624866,7
4,11,4803,16.02854,18
14,96,28778,33.648113,23
40,178,50052,36.435783,17
26,65,21838,69.08858,22
0,150,40530,70.812454,15
9,21,7898,42.970013,7
31,79,25580,13.989116,11
45,164,44986,26.353786,16
1,4,3978,47.652267,18
44,162,41303,20.050781,16
21,22,18469,39.029346,21
10,140,33598,48.240356,12
1,4,3826,45.126083,18
40,179,49932,15.231813,17
1,4,3569,35.969395,18
31,79,26291,12.764998,11
49,182,47416,15.156858,17
12,34,14599,34.043053,8
2,8,5077,48.171555,18
21,48,21495,6.1119075,22
34,86,28130,22.158894,23
3,9,4662,50.306145,18
0,3,1461,50.91224,6
16,134,34213,18.667614,12
5,13,4810,40.70842,18
0,1,39360,34.223896,15
11,28,5623,11.394067,7
20,45,19033,48.849922,21
1,6,3140,24.973051,18
22,52,17431,77.81833,21
34,87,27672,51.31247,23
14,32,12388,38.469135,19
43,159,41493,19.502398,16
22,52,33021,31.183899,0
8,20,9401,55.76487,7
42,157,41194,67.78948,16
46,167,44941,44.14857,16
0,2,427,34.833202,6
2,7,3491,24.287498,18
45,163,44483,61.866417,16
22,111,32378,52.34283,0
0,151,38415,21.224747,15
31,79,25744,8.31221,11
11,153,38494,80.61544,15
46,168,45196,35.185883,16
4,12,5396,57.443214,18
14,95,29967,34.263805,23
10,141,33592,55.183514,12
10,144,35549,71.98465,12
2,175,49562,38.87949,17
5,13,5330,40.10541,18
43,159,41968,53.801804,16
22,52,32980,28.732382,0
45,164,45131,41.60722,16
6,149,39879,47.09632,15
37,99,32153,12.785232,23
6,14,7170,38.72032,7
37,101,32183,58.998222,23
40,146,36228,21.122461,13
16,138,33809,56.324635,12
1,6,2457,39.55872,18
2,174,49702,38.770405,17
0,151,38597,46.872784,15
22,109,33083,7.3416586,0
7,19,7567,33.88599,7
26,63,23751,8.961688,22
23,56,18507,29.581411,21
10,144,34219,60.583263,12
25,59,19843,35.21156,21
48,172,47584,35.777706,17
35,91,29514,61.288395,23
16,134,33415,23.485296,12
2,174,49144,13.846369,17
42,157,42459,19.440952,16
16,135,34880,12.585492,12
22,53,17517,65.296936,21
36,93,29883,28.540045,23
46,166,45168,22.441362,16
2,7,4976,37.00103,18
11,152,38824,20.08448,15
40,181,50677,43.51032,17
29,75,23059,26.081621,22
38,102,30469,35.97614,23
4,12,1798,50.126286,18
14,96,29865,22.407322,23
5,13,3216,22.979357,18
46,165,44240,39.46463,16
40,178,49289,48.650944,17
48,172,47773,29.927876,17
21,60,22165,23.824224,22
20,44,17752,35.49875,21
14,32,13083,62.69144,19
26,66,22379,42.181118,22
49,182,49441,32.80088,17
47,171,46229,7.754511,4
36,93,30279,33.004883,23
4,12,5187,36.17634,18
27,71,22098,14.38836,22
11,29,9929,52.47324,7
21,47,19378,34.14559,21
0,3,514,54.301662,6
40,147,36707,13.423499,13
43,159,40956,57.596397,16
10,26,8893,20.31981,7
32,84,26426,38.646317,11
42,157,41272,25.143337,16
22,108,32788,14.112639,0
9,23,7885,19.188002,7
46,165,44039,36.093376,16
14,94,29842,15.030569,23
21,50,20380,51.4831,21
46,165,44036,24.136091,16
32,81,25984,37.07983,11
35,90,28306,37.008217,23
5,13,4310,32.002167,18
2,70,23616,6.002198,22
33,85,33533,24.851791,12
40,180,48515,49.915276,17
9,22,10218,60.05869,7
23,56,20498,36.99744,21
46,165,43475,17.745092,16
46,167,44253,42.63298,16
11,152,40415,77.54746,15
0,0,631,60.338432,6
45,164,43663,67.43745,16
37,97,31900,41.106625,23
10,143,34554,42.94624,12
2,8,4704,18.17964,18
3,10,4784,23.926502,18
30,77,23304,20.479746,22
2,7,4370,35.711998,18
2,173,49887,89.07766,17
23,57,20156,50.238087,21
40,181,48812,60.36844,17
11,29,10365,39.75855,7
37,97,30939,7.81984,23
48,172,47937,28.895933,17
16,135,34539,23.46739,12
22,53,20973,43.103085,21
1,4,2717,14.162162,18
11,29,9655,29.33307,7
46,165,44308,17.789185,16
4,11,36089,38.03359,13
44,162,41888,48.7676,16
4,11,36054,25.033491,13
16,135,33656,55.74163,12
15,43,16720,17.613508,9
8,20,7408,44.29686,7
40,178,50237,9.702523,17
29,74,24742,26.140846,22
38,102,28120,12.797427,23
33,85,34390,13.789124,12
0,0,210,44.551765,6
17,36,16509,49.82084,8
2,175,47506,16.436539,17
20,44,17628,47.89909,21
2,68,21747,37.705948,22
16,139,34257,39.205715,12
22,126,32643,21.960556,0
5,13,2732,26.999157,18
20,46,18942,4.6926737,21
40,176,50553,17.32277,17
4,11,38137,77.42037,13
25,59,20228,19.66113,21
23,56,19040,20.433607,21
33,85,35909,11.114222,12
6,14,6067,43.310722,7
16,136,34021,39.778465,12
0,2,1221,17.450378,6
0,1,39111,30.662374,15
2,68,24091,24.446795,22
46,166,45368,63.173023,16
33,85,27077,39.047714,11
4,12,36786,29.008867,13
29,75,23333,15.451876,22
39,103,29504,47.200474,23
11,154,40480,24.178059,15
32,82,27210,42.284203,11
10,24,10682,47.962486,7
33,85,35530,40.236526,12
40,146,36619,44.55645,13
30,76,22974,26.21403,22
22,126,32505,15.354413,0
21,60,22726,60.62849,22
11,153,39968,10.020708,15
16,139,35019,18.556591,12
2,175,49233,72.234886,17
2,69,23886,33.59222,22
10,142,35063,89.919266,12
21,49,17460,38.285713,21
40,178,49792,6.2167807,17
28,72,21445,18.644838,22
34,86,27903,20.484652,23
10,25,10710,56.037476,7
49,182,49084,22.211592,17
42,157,41341,20.52755,16
14,94,31718,10.049932,23
23,57,21181,37.043816,21
42,157,42777,9.312586,16
6,16,6681,20.913857,7
9,22,9135,41.197872,7
1,4,3703,34.682808,18
21,49,20365,40.12875,21
22,109,32529,51.393536,0
21,50,19458,44.440956,21
10,141,34243,25.690325,12
22,54,32888,53.08876,0
24,58,17522,22.463173,21
1,6,2131,19.503277,18
5,13,4812,29.860554,18
16,35,15800,61.15686,8
37,97,29622,9.80966,23
35,89,28344,40.015842,23
5,13,4501,33.555634,18
4,11,36585,56.24331,13
0,0,350,35.397446,6
26,67,23596,41.324528,22
10,24,10461,63.942722,7
22,108,32599,21.942348,0
10,27,10279,34.049107,7
14,95,30294,52.721893,23
22,52,20940,75.53044,21
10,25,10753,38.674103,7
37,101,31668,20.092741,23
41,155,41288,56.374516,16
6,15,6059,24.244282,7
33,85,35514,27.600504,12
40,180,48782,16.66463,17
4,11,36337,51.00828,13
40,146,38238,24.488638,13
26,65,23077,11.094767,22
45,164,44796,56.974525,16
0,150,39416,24.259916,15
22,119,32415,34.139256,0
32,82,27476,44.496105,11
26,66,21420,25.256458,22
39,104,32072,21.093273,23
0,151,40487,40.837822,15
16,139,35006,44.325214,12
32,83,26748,26.778582,11
4,12,1986,37.594776,18
35,89,30358,12.563838,23
4,12,36341,48.30308,13
39,103,30094,37.12901,23
16,134,33751,14.125643,12
40,177,49413,26.307295,17
40,178,50028,23.736162,17
40,178,49209,21.20647,17
21,48,21823,20.987986,22
22,54,18998,35.762028,21
44,161,42275,50.60519,16
33,85,26296,16.095707,11
35,89,30278,30.270172,23
7,17,7842,11.689519,7
22,55,33168,61.992355,0
6,14,5677,25.512238,7
40,176,50024,51.922035,17
9,21,10193,23.884577,7
37,97,28482,5.9966097,23
41,155,41156,44.64423,16
2,69,24149,42.973938,22
31,79,26721,16.977852,11
21,48,19297,18.617483,21
26,66,24232,26.334064,22
16,136,34034,10.777263,12
21,60,22271,27.69834,22
46,167,44336,34.312107,16
2,175,47460,22.830778,17
31,80,26726,8.815469,11
40,147,36300,24.812449,13
0,1,40396,47.126522,15
35,90,29990,36.63557,23
2,8,4259,7.6056314,18
25,59,20797,43.028328,21
13,31,12402,42.27045,19
10,143,35347,43.56907,12
9,23,9853,32.68435,7
3,9,5123,19.092299,18
21,22,18691,43.59161,21
36,93,31322,44.389812,23
10,142,35927,29.273663,12
30,78,24270,39.967182,22
7,18,6179,73.03691,7
49,182,50578,40.78529,17
46,166,44565,44.621635,16
23,56,18790,48.260784,21
6,15,6690,45.07563,7
2,7,4127,23.711077,18
12,34,14386,55.21432,8
34,87,28955,22.17208,23
12,34,14915,48.569206,8
38,102,28262,60.176857,23
22,53,32735,42.935406,0
12,30,12511,23.941206,19
21,51,20019,11.652246,21
16,35,14337,30.912561,8
46,165,44688,20.116985,16
47,171,45670,6.918689,4
36,93,30074,29.110388,23
46,166,45200,45.81672,16
40,146,36965,6.6102333,13
10,25,7757,26.644032,7
35,88,30544,49.79772,23
22,133,32519,12.643563,0
14,96,31844,45.05738,23
49,183,50280,60.9192,17
2,8,2436,26.822662,18
16,138,33502,50.148697,12
30,76,23722,34.749023,22
26,62,24029,45.676376,22
28,72,22149,46.96325,22
37,101,27996,35.295643,23
27,71,25197,60.925106,22
7,17,8176,82.09897,7
0,3,1122,19.492786,6
26,64,23659,40.146164,22
21,48,22180,41.42956,22
5,13,2036,46.336514,18
2,68,23698,23.950586,22
24,58,19525,34.978992,21
11,29,6489,56.861732,7
37,97,30926,9.076989,23
1,6,3919,8.673009,18
2,175,47984,43.082,17
16,138,34705,19.412802,12
42,157,41090,35.37003,16
2,68,24484,22.687103,22
16,134,33665,32.517616,12
21,51,20380,52.614624,21
4,11,5392,59.27696,18
42,158,42353,53.51176,16
35,90,30234,53.770393,23
40,178,48970,19.563065,17
3,10,3617,22.360357,18
37,98,29006,42.37728,23
35,92,30559,25.229527,23
2,68,22562,43.67115,22
37,98,31784,21.708578,23
22,114,32806,21.333416,0
10,27,6658,53.690838,7
34,86,28013,19.894733,23
40,176,47426,18.879698,17
20,46,18718,9.126752,21
30,76,24246,23.73688,22
21,51,18302,28.205366,21
20,46,17705,31.53625,21
11,152,38850,45.5397,15
22,54,20591,91.56194,21
30,78,22978,20.390451,22
0,2,1051,47.530766,6
24,58,19779,6.4219084,21
23,56,17408,16.314327,21
16,135,34090,68.015205,12
40,181,50152,18.508896,17
39,106,30333,47.282677,23
41,156,41923,37.648266,16
37,97,28849,47.38142,23
29,74,23953,36.797207,22
4,11,37053,14.2997,13
43,159,41144,44.83033,16
46,166,45127,15.389765,16
46,169,44042,43.31804,16
14,32,13509,31.303923,19
49,182,49047,43.906868,17
0,1,40742,49.675037,15
30,76,25340,15.389874,22
37,100,31131,13.549708,23
10,143,33616,12.092573,12
40,147,37808,55.917103,13
16,35,16598,27.380161,8
25,59,19408,17.371006,21
22,125,32864,87.88357,0
22,113,32377,29.233456,0
10,145,33461,31.933485,12
40,178,47616,9.540239,17
21,22,19903,57.495,21
40,176,48151,39.03088,17
16,137,33536,38.67674,12
30,76,25206,21.431145,22
24,58,20025,44.97243,21
10,141,35176,28.999302,12
46,168,45414,13.050654,16
28,72,21394,38.017056,22
22,55,32869,46.971897,0
14,32,13548,34.16705,19
23,56,17219,38.129395,21
42,157,42613,28.020548,16
21,60,21443,45.577038,22
40,179,48780,25.068157,17
20,44,18406,60.084644,21
16,136,34712,12.698287,12
22,119,32644,43.16585,0
40,177,49492,35.256218,17
26,63,24152,49.79321,22
30,78,24048,5.2310677,22
9,21,9320,27.724949,7
39,105,29614,44.91092,23
11,28,6920,24.37959,7
34,87,28607,23.74572,23
10,145,35266,33.07516,12
23,56,19727,76.48016,21
2,7,4606,19.998426,18
3,10,5450,39.176193,18
12,30,11442,20.315876,19
39,106,29326,67.43157,23
10,26,10290,59.546127,7
35,92,30776,24.327372,23
47,171,46405,23.093021,4
34,86,28834,21.953945,23
14,96,30916,17.767193,23
45,163,45446,22.785559,16
32,83,25581,45.83884,11
21,51,19877,42.69426,21
16,135,33765,18.481544,12
11,29,9024,86.504585,7
22,109,32643,16.491013,0
0,1,1452,37.00907,6
41,156,42018,46.97741,16
22,115,32303,27.447754,0
26,62,23183,24.799706,22
22,107,32347,63.037533,0
7,19,7498,57.773533,7
0,2,1127,16.82419,6
22,125,32748,46.44565,0
42,157,42634,19.918125,16
9,21,10045,16.196207,7
16,135,33830,43.68029,12
37,98,28319,19.285189,23
10,145,35472,37.910046,12
11,152,40116,25.65346,15
22,53,18238,84.59721,21
2,68,22358,41.46873,22
2,68,23220,33.294662,22
4,11,37321,55.91281,13
22,125,32933,52.320335,0
38,102,30084,33.494343,23
9,22,5995,42.09484,7
35,89,30825,32.859913,23
21,48,22755,29.532555,22
10,26,9402,13.248059,7
20,45,18202,43.16826,21
14,32,11633,40.547874,19
21,49,19559,59.63326,21
40,176,50265,27.672657,17
1,5,3997,18.952858,18
28,72,23839,59.369137,22
30,76,21313,16.804039,22
26,66,23267,43.977005,22
10,141,33301,11.872604,12
22,54,18451,59.326138,21
39,106,29713,17.275433,23
40,176,50649,10.919304,17
39,104,31771,35.038857,23
40,179,50560,28.68914,17
11,154,40642,33.851696,15
37,99,31163,23.530502,23
21,50,19747,50.32234,21
21,50,17399,32.45965,21
22,128,32403,56.735806,0
14,95,31956,40.375084,23
0,1,1027,65.65058,6
26,64,23266,45.754486,22
26,63,22740,31.180593,22
14,32,11485,16.037207,19
49,183,47957,49.83208,17
35,92,30059,10.36578,23
4,12,2831,67.47877,18
26,64,23664,56.52515,22
40,146,37899,35.766068,13
44,162,43292,36.143578,16
14,94,31865,22.161028,23
22,114,32612,67.55756,0
33,85,35290,57.664757,12
40,179,48820,32.235737,17
21,47,20152,10.156491,21
16,139,33869,33.074806,12
16,137,33314,22.874783,12
0,150,40436,30.444674,15
14,32,11731,28.883642,19
41,155,41477,67.86057,16
7,18,8170,42.31913,7
22,54,33062,34.589787,0
8,20,9310,63.379982,7
29,75,24576,32.046593,22
2,69,24102,18.43202,22
40,146,38291,19.827562,13
21,47,17932,46.280586,21
30,76,22277,4.419772,22
22,53,19972,34.90792,21
16,139,34048,65.80323,12
30,77,25465,37.992004,22
27,71,24858,35.92052,22
2,69,24311,28.774357,22
2,70,24676,34.171272,22
27,71,23630,14.874301,22
14,96,28836,17.791924,23
10,143,33341,8.94585,12
2,8,4801,35.857952,18
21,48,19363,39.904358,21
46,167,43558,18.686255,16
16,138,33512,47.86145,12
10,24,6023,64.54504,7
9,23,10324,33.685406,7
16,135,34942,57.006428,12
6,15,6463,33.705082,7
16,134,33307,22.152126,12
0,0,1646,36.880554,6
47,171,46818,13.697103,4
3,9,4967,40.28677,18
3,10,4937,73.8107,18
27,71,24711,5.6820426,22
35,90,29442,50.02404,23
26,61,23533,52.542645,22
10,144,35636,40.923794,12
41,156,41101,75.362045,16
40,176,48452,25.966467,17
47,170,46507,11.247974,4
42,157,40958,51.647312,16
40,179,49079,14.431959,17
0,0,159,41.643528,6
18,38,16751,9.956404,9
4,11,37716,38.01407,13
45,164,44852,34.912506,16
0,1,272,32.71439,6
47,171,47086,11.075348,4
9,23,9614,54.95483,7
24,58,21036,53.632618,21
45,163,44222,53.513046,16
2,7,4068,38.260216,18
0,0,74,37.855244,6
16,135,34757,49.752388,12
2,69,24973,51.58663,22
29,74,24814,33.918762,22
23,56,17819,17.174484,21
26,64,22374,56.483845,22
9,21,9161,72.82203,7
10,27,6628,52.201157,7
11,153,40327,47.778034,15
39,106,30235,13.692362,23
34,86,27979,43.033157,23
11,153,39330,38.592968,15
22,114,32752,14.981255,0
24,58,20596,35.866337,21
6,15,6467,12.096929,7
40,176,49869,49.755787,17
37,101,29459,47.0731,23
10,145,33335,32.240593,12
49,183,50737,33.410126,17
10,26,9049,33.066124,7
17,36,14657,31.660343,8
22,113,32376,26.70223,0
17,36,15249,40.16914,8
4,12,38026,80.81753,13
35,88,30457,34.96571,23
30,76,24794,20.285727,22
47,170,45521,9.632282,4
6,15,6298,8.852287,7
16,35,15208,54.64749,8
47,170,46282,13.365952,4
2,7,5140,10.885482,18
11,152,40373,49.635395,15
5,13,3180,15.21887,18
20,45,18347,23.19051,21
39,106,30644,9.777569,23
42,157,43263,62.172928,16
6,14,5706,44.433556,7
10,24,5986,45.397015,7
46,169,45070,53.153694,16
46,169,45484,48.347347,16
37,97,32102,11.565611,23
0,1,38530,40.85886,15
2,7,5202,28.859581,18
22,132,33161,23.69005,0
12,34,13755,34.225307,8
11,152,40648,75.01662,15
35,91,30303,28.611523,23
28,73,24517,47.37252,22
22,55,21025,31.03125,21
37,98,29485,36.80112,23
35,92,28829,59.036148,23
3,9,3224,44.809544,18
39,106,31108,56.61997,23
44,162,42947,58.918377,16
40,147,36871,38.289253,13
40,177,49949,40.52244,17
4,12,37103,32.00499,13
